ID,Name,Lat,Lon
K4B80,Plainville,41.6904,-72.8648
K4B90,Simsbury / Tariffville Center,41.9162,-72.7769
K4C10,Union Mills,41.4539,-86.7922
K4C20,Waterloo,41.4312,-84.9816
K4C30,Yalesville,41.4919,-72.8112
K4C40,Colebrook,44.8834,-71.4995
K4C70,Ackley,42.5474,-93.0334
K4C80,Albia / Selection,40.9945,-92.763
K4D00,Grand Ledge / Imperial Mobile Homes,42.7742,-84.7331
K4D10,Wonewoc,43.67,-90.2326
K4D80,Milford,43.3332,-95.1591
K4D90,Alma,40.1139,-99.3457
K4E70,Ellendale,46.0163,-98.5157
K4E80,Richardton,46.8961,-102.3565
K4F10,Westport,36.2223,-96.3461
K4F20,Carthage / Hudson Mast,32.1761,-94.2988
K4F70,Prescott,33.8039,-93.3622
K4F80,Stephens / Ogemaw,33.4432,-93.0543
K4F90,La Moure / Lamoure,46.3466,-98.2837
K4G00,Monroeville / Garden City,40.4523,-79.7748
K4G10,Greenville / Osgood,41.4468,-80.3913
K4G20,Hamburg / Lake View,42.7009,-78.9148
K4G30,Alliance / North Benton Station,40.9817,-81.0421
K4G40,Youngstown / North Lima,40.9618,-80.6773
K4G50,Woodsfield,39.7791,-81.1028
K4G60,Hornell / Webbs Crossing,42.3821,-77.6821
K4G70,Fairmont / Kingmont,39.4482,-80.167
K4G80,Columbia Station,41.3188,-81.9602
72378,Grand Canyon Park,36.05,-112.13
K4H10,Chicago/Schaumburg / Hoffman Estates,42.0481,-88.0526
K4I00,Williamson / Williamson Terrace,37.6876,-82.261
K4I30,Mount Vernon-Knox Co / Brandon,40.3289,-82.5261
K4I70,Greencastle / Edgewood Lake,39.6336,-86.8138
K4I90,Mount Gilead / Russell,40.5245,-82.8501
K4J10,Nahunta / Lulaton,31.2074,-81.9058
K4J20,Nashville,31.2126,-83.2263
K4J50,Quitman,30.8051,-83.5868
K4J60,St Marys / Quail Hollow,30.7533,-81.5583
K4J80,Soperton,32.3874,-82.5634
K4K00,Pedro Bay,59.7896,-154.1238
K4K30,Lexington / Henrietta,39.2099,-93.9277
K4K50,Ouzinkie,57.9229,-152.5005
K4K60,Bloomfield,40.7321,-92.4283
K4KA0,Tununak,60.5755,-165.2716
K4KS0,Kiowa,37.0455,-98.571
72589,Lakeview / Five Corners,42.2167,-120.35
K4M00,Traverse City / Northstar Mobile Home Park,44.6978,-85.9136
K4M10,Berryville / Pleasant Valley,36.3813,-93.6246
K4M20,Booneville / Cauthron,35.1495,-93.8621
K4M30,Carlisle / Prairie Center,34.8082,-91.7121
KCCA0,Clinton,35.5978,-92.4516
K4M40,Bannister / Olney Corners,43.1286,-84.3813
K4M50,Dermott / Decker (Historical),33.488,-91.4426
K4M70,Russellville / Corinth,36.7999,-86.8102
K4M80,Clarendon / Roe,34.648,-91.3944
K4M90,Corning / Twin Oaks,36.4042,-90.6479
K4MD0,Baltimore / Canton,39.2722,-76.5717
K4MO0,Montgomery City / Buell,39.0125,-91.4193
K4N00,Kalamazoo / Doughertys Corners,42.2889,-85.75
K4N10,West Milford,41.1284,-74.3465
K4N20,Middlesex,42.7095,-77.2755
K4N40,Lidgerwood,46.0891,-97.1665
K4N70,Greene / Pinewoods Mobile Home Park,42.3042,-75.7871
K4O10,Snyder / Lige,34.6276,-99.014
K4O40,Idabel,33.9094,-94.8594
K4O50,Cherokee / Ingersoll,36.788,-98.3585
K4O60,Afton / Bernice,36.5834,-94.9169
K4O70,Meno,36.3721,-98.1784
72789,Omak,48.4167,-119.5333
K4P20,Akron / Cranmer,41.1378,-81.5491
K4P30,Flandreau / Egan,44.0039,-96.5931
K4P50,Lac Du Flambeau / Lac Du Flambeau,45.8833,-90.0002
K4R10,Lumberton / Wells Town,31.0155,-89.4826
K4R30,Jackson,31.4706,-87.8959
K4R40,Fairhope / Country Living Mobile Home Park,30.4605,-87.877
K4R50,La Pointe,46.7887,-90.7587
K4R60,Milnor,46.2583,-97.4379
K4R70,Eunice,30.4663,-92.4238
K4R90,Dauphin Island / Trade Winds Trailer Park,30.2605,-88.1275
K4S10,Gold Beach,42.4153,-124.4249
69033,Hood Canal Bridge / Rockford,45.6726,-121.5365
K4S40,Cornelius / Centerville (Historical),45.5826,-123.0529
K4S50,St Thomas / Saint Thomas,48.6264,-97.4392
K4S60,Rimrock,46.6376,-121.124
K4S70,Malin,42.001,-121.3964
K4S90,Portland-Mulino / Mulino,45.2163,-122.5901
K4SL0,Star Lake Johnson Ranch / Lagunitas,35.95,-107.0833
K4T20,Fort Worth / Pecan Acres,32.9773,-97.4884
KJWY0,Waxahachie / Sardis,32.4562,-96.9127
K4T70,Hico,32.0138,-97.9814
K4U40,Chinook / Zurich,48.5139,-109.0624
K4U60,Circle / Circle Trailer Court,47.4186,-105.5619
K4U70,Conner,45.8606,-114.2197
K4U90,Dell,44.7357,-112.72
K4V00,Rangely,40.094,-108.763
K4V10,Walsenburg / Maitland,37.6967,-104.7851
K4V40,Northwood,47.7242,-97.5904
K4V60,Hay Springs,42.6822,-102.7012
K4W00,Bandera,47.3954,-121.5365
K4W40,Hurdle Mills / Bushy Fork,36.2835,-79.0789
K4W70,Mebane / Brook Hollow,36.0668,-79.2831
K4W80,Elma / South Elma,46.9905,-123.4297
K4W90,Pink Hill,35.0507,-77.7361
K4X40,Wessington Springs,44.061,-98.5309
K4Y10,Howell / Sylvan Glen Mobile Estates,42.5652,-83.8563
K4Y40,Gaylord / Deward,44.9125,-84.8764
K4Y80,Yale / Roseburg,43.2022,-82.7539
K4Y90,Harrietta / Yuma,44.3083,-85.7723
K4YP0,Pacific Ocean,50,-145
K4YT0,Pacific Ocean,29,135
K4Z20,Hannum Creek / Fink Creek,65.9049,-163.3291
K4Z50,Horsfeld / Horsefeld (Historical),62.0072,-141.1813
K4Z70,Hyder,55.9033,-130.0067
K4Z90,Jakolof Bay,59.4522,-151.5224
K50D0,Crystal Falls / Mastodon,46.0091,-88.2739
K50F0,Fort Worth / Winscott,32.5818,-97.5908
K50G0,Chesaning,43.1832,-84.1333
K50I0,Kentland,40.7587,-87.4282
K50K0,Pawnee City,40.1161,-96.1945
K50R0,Lockhart,29.8503,-97.6724
K50S0,Parma,43.7788,-116.9385
K51A0,Hawkinsville / Hartford,32.2835,-83.4385
K51D0,Edgeley,46.3485,-98.7348
K51G0,Clio / Meadowbrook Manor Estates Mobile Home Park,43.1431,-83.7958
K51J0,Lake City / Kennedy Park,33.8536,-79.7681
K51K0,Olathe / Cedar,38.9314,-94.885
K51M0,Mio,44.6806,-84.125
K51Z0,Minto,65.1482,-149.3686
K52A0,Madison / Canaan,33.6121,-83.4604
K52B0,Greenville / The Highlands,45.4746,-69.6039
K52F0,Roanoke / Marshall Creek,33.0498,-97.2322
K52I0,Pinconning / Woodville,43.8469,-84.0114
K52J0,Bishopville / Shannon Hill,34.2445,-80.236
K52K0,Onaga,39.498,-96.1751
K52S0,St Ignatius / Saint Ignatius,47.3249,-114.0807
K52U0,Atlanta / Spanish Town (Historical),43.8249,-115.3318
K52Y0,Remer,47.068,-93.9141
K52Z0,Moose Pass / Dahl,60.6411,-149.4971
K53K0,Osage City / Paradise Mobile Home Park,38.6334,-95.8018
K53M0,Alpena / Lakeshore Estates Mobile Home Park,45.1323,-83.448
K53T0,Somerset / Oak Island,29.2161,-98.5495
K53U0,Bigfork / Bear Creek Village,48.075,-114.0009
K53W0,Winn / Rolland Center,43.5545,-84.9786
K54F0,Robert Lee,31.8818,-100.5404
K54J0,Defuniak Springs / Dixon,30.7311,-86.1538
K54L0,Los Angeles / Old Chinatown (Historical),34.0581,-118.2356
K54M0,Rossville,35.054,-89.58
K54T0,Baytown / Cove,29.7617,-94.8465
K54U0,Big Creek,45.1332,-115.3176
K54W0,Albany,42.7174,-89.4242
K55G0,Croswell,43.2978,-82.6066
K55H0,Atlanta,43.8135,-115.1351
K55I0,Spencer,38.7775,-81.3102
K55K0,Oxford / Kellogg,37.2691,-97.0934
K55M0,Star City,33.9264,-91.8611
K55S0,Packwood,46.6042,-121.6779
K55T0,Conway,35.2156,-101.4108
K55Y0,Rushford / Rushford Village,43.8158,-91.8301
K56D0,Upper Sandusky / Lovell,40.8834,-83.3145
K56F0,Rotan/Roby / North Roby,32.8257,-100.4154
K56G0,Deckerville / Richmondville,43.5777,-82.6476
K56M0,Corunna / Vernon,42.963,-84.0446
K56S0,Seaside / Gearhart,46.015,-123.9077
K57A0,Tokeen / New Tokeen,55.9371,-133.3267
K57B0,Islesboro,44.3025,-68.9106
K57C0,East Troy / Army Lake (Historical),42.7972,-88.3726
K57D0,Ray / Meade,42.7368,-82.8888
K57K0,Pleasanton / Mound City,38.1284,-94.7474
K57P0,Clear Lake,41.7356,-84.8372
K57S0,Troy,48.4802,-115.9035
K58A0,Tolsona Lake,62.1134,-146.0411
K58C0,Edgerton / Albion,42.8728,-89.0757
K58F0,Sanger,33.3654,-97.1461
K58J0,Timmonsville,34.1377,-79.9206
K58M0,Elkton / Arundel,39.5742,-75.8698
K58N0,Palmyra / Campbelltown,40.2876,-76.5775
K58S0,Whitefish / Happy Haven,48.408,-114.2996
K58T0,Decatur / Bluett,33.1687,-97.4842
K59B0,Jackman,45.6328,-70.2488
K59L0,Los Angeles / City Center,34.0542,-118.2426
K59M0,Eastport / Torch Lake,45.0558,-85.3559
K5A10,Norwalk / East Norwalk,41.2448,-82.5512
K5A20,Warner Robins / Pilgrim Rest,32.5606,-83.6767
K5A40,Okolona,34.0158,-88.7262
K5A60,Winona,33.465,-89.7302
K5A80,Aleknagik / Mosquito Point,59.2826,-158.6177
K5A90,Warm Springs / Crowders Crossing,32.9371,-84.6962
K5AK0,Tazlina / Mendeltna,62.0634,-146.4494
K5AL0,Fairhope / River Park,30.45,-87.8078
K5B10,Island Pond / East Brighton,44.7914,-71.8218
K5B20,Saratoga Springs / Country Acres Trailer Park,43.0507,-73.8616
K5B40,Bowbells,48.8097,-102.2454
72516,Bennington / Napoleon,46.4944,-99.7601
K5B60,Falmouth / Kingdom Hall,41.5856,-70.5404
K5B70,Troy / Poestenkill,42.6909,-73.5796
K5B90,Haverhill / Center Haverhill,44.0802,-72.0078
K5BK0,Black Rapids / Donnelly,63.5351,-145.8609
K5BL0,Homer,59.6447,-151.5021
K5C10,San Antonio / Scenic Oaks,29.7239,-98.6946
K5C30,Nary,47.3754,-94.7987
K5C50,Craig / Deweyville (Historical),55.9586,-133.2534
K5C80,Washburn / Falkirk,47.3531,-101.0274
K5D10,Canton / Shady Knoll Mobile Park,40.8398,-81.3082
K5D20,Northwood,43.4483,-93.2019
K5D50,Northport,45.1644,-85.5755
K5D60,Carrollton / Pattersonville,40.6481,-81.0687
K5D70,Dayton,39.7584,-84.1916
K5D90,Clyde / Fireside,41.2239,-82.9577
K5E90,Radnor,40.408,-83.2194
K5F00,Arcadia,32.5307,-92.954
K5F10,Post,33.2037,-101.3404
K5F40,Homer / Arizona,32.7885,-93.0037
K5F50,Keithville / Staples,32.3446,-93.7999
K5F80,Oil City / Shoreline,32.7914,-93.9565
K5G00,Le Roy / Harper Park,42.9813,-77.9353
K5G20,Central City / Indian Lake,40.0542,-78.847
K5G40,Drummond / Winneboujou,46.3488,-91.4982
K5G70,Bluffton,40.8854,-83.8686
K5G80,Jeannette / Boquet,40.3765,-79.6084
KDUH0,Lambertville / Elden Heights,41.7359,-83.6558
K5H30,Clear Lake,44.7714,-96.6881
K5H40,Harvey,47.7912,-99.9317
K5I20,Flora,40.5398,-86.5483
K5I40,Sheridan / Boxley,40.1779,-86.2173
K5I60,Galveston / Lincoln,40.5842,-86.2569
K5J50,Holly Hill / Bowyer,33.301,-80.394
K5J90,Loris / Glenn,34.0884,-78.8649
K5K00,Bird City,39.7425,-101.5557
K5K10,Palmyra,39.42,-89.9912
K5K20,Tribune,38.4542,-101.7463
K5K30,Camp Ashland(Ashland) / Beacon View,41.0667,-96.3336
K5K40,Rushville,40.1175,-90.5904
K5K60,Wilmot,42.5141,-88.2052
K5KE0,Ketchikan,55.3445,-131.6634
K5KO0,Koggiung,58.8701,-157.0105
K5KS0,Kasilof,60.3533,-151.2628
K5L00,Lakota,48.0289,-98.3257
K5L60,Wasilla,61.5864,-149.4075
K5M00,Hartselle / Tanner Heights,34.4082,-86.933
K5M10,De Witt / Prairie Union,34.2623,-91.3075
K5M30,Moultonboro / Moultonborough,43.7684,-71.3867
K5M40,Fordyce / Meek (Historical),33.8458,-92.3655
K5M50,Decatur,36.3436,-94.4448
K5M60,Gladwin / Butman,44.1403,-84.4375
K5M80,Gurdon,33.9238,-93.1681
K5M90,Marion,37.3363,-88.1097
K5ME0,Naples,43.9546,-70.5911
K5MO0,Plattsburg,39.5946,-94.4614
K5N20,Prentice,45.543,-90.2793
K5N40,Enderlin,46.6272,-97.6204
K5N50,Kirkwood / Riverside,42.0004,-75.7602
K5N70,Nunica / Crockery Mobile Home Park,43.0972,-86.0946
K5N80,Casselton / Everest,46.8539,-97.2079
K5NK0,Naknek,58.7329,-157.0199
K5O10,Vici,36.1417,-99.3032
K5P20,Mc Laughlin,45.7968,-100.7843
K5P30,Bowdle,45.4394,-99.6751
K5P50,Presho,43.9064,-100.0371
K5Q20,Chester,40.2885,-121.2433
K5QC0,Quartz Creek / Dahl,65.4059,-164.6557
K5R10,Chatom / Rutan,31.4518,-88.1945
K5R20,Ocean Springs / Gulf Park Estates,30.3894,-88.7534
K5R40,Foley / Country Village Mobile Home Park,30.4277,-87.701
KARM0,Wharton / Mackay,29.2543,-96.1544
K5R70,Bayou La Batre / Cna Estates Mobile Home Park,30.4546,-88.2106
K5R80,De Quincy / Westwood,30.4412,-93.4735
K5S00,Oakridge / Westfir,43.7526,-122.5026
K5S10,Roseburg / Calkins,43.2248,-123.397
K5S20,Crescent Lake / Odell Lake,43.5326,-121.95
K5S40,Toledo / Sunnyridge,44.601,-123.9396
K5S50,Culver / Grandview,44.5193,-121.3206
K5S60,Denmark / Sixes,42.8579,-124.5176
K5S90,Estacada / Currinsville,45.3082,-122.3187
K5T40,Herreid,45.8542,-100.0754
K5T60,Santa Teresa / Strauss,31.881,-106.7048
K5T90,Eagle Pass / Radar Base,28.8571,-100.5135
K5U00,Denton,47.3208,-109.9419
K5U10,Dutton,47.8472,-111.6983
K5U50,Fairfield,47.6291,-111.98
K5U60,Fairview,47.8611,-104.0727
K5U70,Fort Smith,45.3208,-107.9312
K5U80,Geraldine,47.5966,-110.266
K5V50,Shiprock,36.6978,-108.7012
K5V60,Akron / Platner,40.2444,-103.0935
K5V80,Kadoka,43.8333,-101.4971
K5W10,Wilson Creek,47.4249,-119.115
K5W40,Raeford / Hillcrest,35.0199,-79.191
K5W50,Raleigh / Macks Village,35.6203,-78.7003
K5W80,Siler City,35.7045,-79.504
K5Y00,Harrisville,44.6682,-83.3051
K5Y10,Hessel,46.0358,-84.4198
K5Y20,Houghton Lake Heights,44.3292,-84.7917
K5Y30,Whitewater / Twin Lakes Mobile Home Park,42.8536,-88.7598
K5Y40,Luzerne,44.66,-84.2375
K5Y50,St Clair / Saint Clair Place Mobile Home Park,42.7978,-82.5365
K5Y70,Munising / Juniper,46.3541,-86.621
K5Z10,Juneau / Tsantikihin (Historical),58.2989,-134.4078
K5Z40,Kanakanak / Nelsonville,59.0018,-158.5325
K5Z50,Kantishna,63.5417,-150.994
K5Z70,Kasitsna Bay / Jakolof Bay,59.4688,-151.5732
K5Z90,Katmai National Park / Savonoski (Historical),58.5548,-155.7774
K60A0,Brundidge / Broad View,31.7328,-85.8042
K60B0,Jackman,45.6334,-70.2662
K60C0,Elroy / Union Center,43.7064,-90.2576
K60F0,Seymour,33.6487,-99.2606
K60G0,Eaton Rapids / Kingsland,42.5836,-84.6514
K60J0,Ocean Isle Beach,33.9085,-78.4367
K60L0,Los Angeles / Studio City,34.1267,-118.407
K60M0,Spencer / Lambs Grove,42.2905,-71.9647
K60R0,Navasota,30.3719,-96.1133
K61A0,Camden / Rockwest,31.9797,-87.3391
K61C0,Fort Atkinson,42.9632,-88.8176
K61D0,Plainwell / Gun River West Mobile Home Park,42.4678,-85.648
K61G0,St Johns / Eureka,43.1125,-84.5208
K61J0,Portland,45.5253,-122.6709
K61K0,Sedan,37.1484,-96.1853
K61L0,Los Angeles/Van Nuys / Encino,34.1308,-118.4906
K61R0,Newton / Quicksand,30.8844,-93.7418
K61S0,Cottage Grove,43.7998,-123.029
K62C0,Franksville / Union Church,42.8236,-88.0945
K62D0,Warren / Delightful,41.267,-80.9274
K62K0,Seneca,39.8472,-96.1128
K62S0,Christmas Valley,43.2365,-120.6661
K63A0,Petersburg,56.8113,-132.9601
K63B0,Limington / Ruin Corner,43.763,-70.6725
K63C0,Friendship (Adams) / Adams,43.9612,-89.788
K63F0,Stanton,32.1736,-101.8225
K63K0,Stilwell / Loch Lloyd,38.8212,-94.6095
K63M0,Hermann / Rhineland,38.7052,-91.4906
K63S0,Colville,48.5439,-117.8839
K63Y0,Tyler,44.2916,-96.1503
K64C0,Genoa City,42.5184,-88.3004
K64F0,Sterling City / Broome,31.6438,-100.9696
K64G0,Page / Nolan,47.1697,-97.4804
K64I0,Hanover / Trout,38.6314,-85.4434
K64S0,Prospect,42.7432,-122.4881
K64V0,Wallace,40.8322,-101.164
K65B0,Lubec / Ridge,44.8366,-67.027
K65G0,Fowlerville,42.7173,-84.0625
K65J0,Wrens,33.2228,-82.3845
K65S0,Bonners Ferry / Threemile Corner,48.726,-116.2952
K66B0,Meddybemps,45.0334,-67.3494
K66G0,Frankenmuth,43.3139,-83.7097
K66R0,Columbus / Helms,29.6411,-96.5158
K66S0,Coolin / Sherwood Beach,48.5187,-116.8222
K66V0,Bluff / Tselakai Dezza,37.25,-109.634
K66Y0,Diamondhead,30.363,-89.3877
K67A0,Fort Deposit,31.9724,-86.5916
K67D0,Wellington,41.1626,-82.2027
K67L0,Mesquite,36.8331,-114.0559
K67R0,Rio Grande City / Airport Heights Colonia,26.4243,-98.8461
K67S0,Nordman / Vans Corner,48.5749,-116.9635
K67T0,Agua Dulce / Rancho Banquete,27.8003,-97.8512
K68A0,Wrangell,56.4663,-132.38
K68C0,Iola / Ogdensburg,44.5055,-89.0251
K68F0,Teague / Simsboro,31.6613,-96.31
K68G0,Genesee / Camelot Villa Mobile Home Community,43.125,-83.6263
K68J0,Tallahassee /Havana/ / Lake Jackson,30.5473,-84.3738
K68R0,Elwell / Timber Country Mobile Home Park,43.3995,-84.8008
K68S0,Davenport,47.6535,-118.1688
K68Y0,Wells,43.7333,-93.7836
K69G0,Gregory / Unadilla,42.4417,-84.0666
K69K0,Wamego / Riverside Mobile Home Park,39.1972,-96.2589
K69N0,Slatington / Welshtown,40.7636,-75.6049
K69S0,Laurier,48.9984,-118.2226
K69V0,Huntington,39.3612,-110.917
KVPC0,Cartersville / Valley Oak Acres,34.1333,-84.85
K6A10,Butler / Goldson,32.5674,-84.2507
K6A20,Griffin,33.227,-84.2749
K6A40,Mountain City / Maymead,36.4178,-81.8251
K6A50,Reidsville / Forest Hills,36.3168,-79.7081
K6A60,Kimball,43.7583,-98.9781
K6A70,Big Lake / Knik,61.4818,-149.7732
K6AK0,Rainy Pass,62.0841,-152.7175
K6B00,Middlebury / East Middlebury,43.9848,-73.0959
K6B40,Utica/Frankfort / Gulph,43.0209,-75.1704
K6B60,Stow,42.4612,-71.5187
K6B90,Skaneateles / Baptist Corners,42.914,-76.4408
K6C00,Eldora / Xenia,42.3304,-93.1143
K6C20,Pandora,40.9526,-83.9822
K6CM0,Centerburg / Hedington Corners,40.2955,-82.73
K6D10,Brooten,45.5,-95.1128
K6D30,Maddock,47.9778,-99.5271
K6D50,Akron / Stoney Hill,41.1473,-81.6604
K6D60,Greenville / Greenbriar Estates Mobile Home Park,43.1421,-85.2539
K6D70,Deshler / Farnham (Historical),41.2159,-83.8744
K6D90,East Tawas,44.3128,-83.4223
K6E50,Desmet,44.4331,-97.5582
K6F10,Talihina,34.7078,-95.0738
K6F70,Jefferson / Prospect,32.8265,-94.3544
K6G00,Davison,43.0291,-83.5297
K6G10,Titusville / Gresham,41.6088,-79.7413
K6G40,Mount Vernon / South Mount Vernon,40.3651,-82.4957
K6G50,Barnesville,40.0024,-81.1918
K6G60,Williamsburg / Wertz,40.4545,-78.2381
K6G80,Brooklyn,42.095,-84.2408
K6H40,Napoleon / Clarklake,42.1564,-84.3344
K6H80,Hazelton,46.4819,-100.2698
K6I20,Springfield / Barbours Mill Pike (Historical),37.6335,-85.2418
K6I40,Lebanon / Dale,40.0073,-86.4406
K6I60,Columbus / Lake Darby,39.942,-83.2049
K6J00,Pelion / Testo,33.7946,-81.2459
K6J20,St George / Byrd,33.1955,-80.5085
K6J40,Saluda / Mobleys Crossroads,33.9268,-81.7946
K6J60,Trenton,33.7368,-81.8196
K6J70,Darlington / Iseman Crossroads,34.2821,-79.9287
K6J80,High Springs / Wade,29.7201,-82.664
K6K20,Shelbyville,39.8126,-92.0502
K6K30,Creighton,42.4717,-97.8849
K6K40,Fairview,36.2901,-98.4758
K6K50,Sisters,44.3046,-121.5392
K6K70,Grundy Center,42.3508,-92.8435
K6K90,Keosauqua / Pleasant Hill (Historical),40.7347,-91.9488
K6L30,Lisbon,46.4467,-97.7283
K6L40,Logan / Wanda,37.8557,-81.9159
K6L50,Wishek,46.2464,-99.5379
K6M00,Hazen / Cuneo (Historical),34.7592,-91.638
K6M20,Horseshoe Bend,36.2214,-91.7555
K6M60,Monticello,40.1292,-91.6783
K6M70,Marianna / Felton,34.7828,-90.81
K6M80,Marked Tree,35.5356,-90.4
K6N50,New York / Kips Bay,40.7426,-73.9721
K6N60,New York / Spencer Estates,40.8459,-73.8162
K6N70,New York / Peter Cooper Village,40.734,-73.9729
K6N90,Potters Hill,34.9821,-77.6983
K6NK0,Syracuse / Caughdenoy,43.2671,-76.1795
K6P30,Waunakee,43.1787,-89.4513
K6Q00,Columbia,38.0346,-120.4121
K6R10,Welsh,30.2419,-92.8293
K6R30,Cleveland / Pelican,30.3564,-95.008
K6R50,Alvin / Hillcrest,29.4155,-95.2891
K6R60,Dryden / Mofeta,30.046,-102.2129
K6R70,Old Harbor,57.2181,-153.2697
K6S00,Big Timber,45.8064,-109.9811
K6S10,Bridger,45.2916,-108.9257
K6S20,Florence,43.9828,-124.1114
K6S30,Columbus / Carr Trailer Court,45.6305,-109.2392
K6S40,Gates,44.7457,-122.4215
K6S50,Hamilton / Leisure Village,46.2515,-114.1255
K6S60,Powers,42.8696,-124.0593
K6S80,Laurel,45.7031,-108.7611
K6S90,Stehekin,48.3457,-120.7207
K6T20,Toledo,41.6542,-83.5313
K6U50,Hinsdale,48.3875,-107.0687
K6U60,Hogeland,48.8589,-108.6593
K6U70,Hysham,46.2894,-107.1959
K6V00,Edgemont,43.2953,-103.8435
K6V40,Wall,43.9995,-102.2546
K6V50,Bison,45.5186,-102.4671
K6W00,Shinnston / Viropa,39.407,-80.2768
K6W40,Yanceyville / West Yanceyville,36.3997,-79.3928
K6W60,Hanover / McSherry,39.7926,-77.0247
K6X00,Mount Selman,32.0974,-95.2947
K6X80,Sanger / Green Valley,33.34,-97.1031
K6Y00,Moorestown,44.4625,-84.9959
K6Y10,Bois Blanc Island / Pointe Aux Pins,45.7663,-84.5038
K6Y20,New Milford / Candlewood Springs,41.5679,-73.4607
K6Y60,St Helen / Saint Helen,44.3667,-84.4
K6Y80,Beaver Island / Saint James,45.7212,-85.5203
K6Y90,Sidnaw,46.5087,-88.7058
K70A0,Linden / Hugo,32.2671,-87.7183
K70B0,Millinocket / Stephensons Landing,45.7284,-68.8445
K70D0,Arthurdale / Browns Mill,39.4987,-79.8526
K70J0,Cairo / Brownlee,30.888,-84.1547
K70K0,Wichita/Maize/ / Childs Acres,37.7656,-97.4359
K70N0,Sterling,41.3474,-75.4159
K70S0,Mead,47.7872,-117.3582
K71A0,Pine Hill,31.9688,-87.5957
K71J0,Ozark,31.4318,-85.6205
K71K0,Wichita / Lakeside Manufactured Home Community,37.6477,-97.3837
K71N0,Sunbury / Northumberland,40.8918,-76.7789
K72F0,Throckmorton,33.1793,-99.1498
K72K0,Wichita / Wayne Smith Mobile Home Park,37.6042,-97.3589
K72S0,Rosalia,47.2366,-117.4213
K73C0,Lancaster / Ellenboro,42.7805,-90.681
K73F0,Waco / Ocaw,31.6238,-97.0225
K73S0,Tekoa / Willard,47.2355,-117.0437
K73U0,Idaho City / Pioneerville,44.0027,-115.8121
K74L0,Malibu / Malibu Beach,34.0372,-118.6881
K74N0,Tower City / Sheridan,40.5585,-76.5596
K74R0,San Antonio / Earle,29.2836,-98.5003
K74S0,Anacortes / Alexander Beach,48.499,-122.6624
K74T0,Ponder,33.183,-97.2546
K74V0,Roosevelt / Ioka,40.2783,-110.0513
K75B0,Mount Vernon,44.4917,-69.9912
K75C0,Orogrande,45.7302,-115.5279
K75D0,New Martinsville / Steelton,39.684,-80.8623
K75G0,Manchester / Rowes Corner,42.195,-84.0308
K75J0,Ashburn / Sycamore,31.6857,-83.6322
K75K0,Bethany,40.2768,-94.0074
74200,Fredonia,48.47,-122.42
KBVS0,Burlington / Fredonia,48.4709,-122.4209
K75U0,Warsaw / Valley View,38.2167,-93.4169
K76B0,Naples,43.9709,-70.6037
K76F0,Wills Point,32.6815,-95.9841
K76G0,Marine City / Peters,42.7209,-82.5957
K76N0,Tunkhannock,41.5292,-75.9469
72796,Penn Cove Park,48.25,-122.67
K76T0,Decatur / Allison,33.2665,-97.4517
K76V0,Glendo,42.5189,-105.0191
K76Z0,Nakeen,58.9276,-157.0472
K77F0,Winters,31.9472,-99.9859
K77G0,Marlette,43.3118,-83.0909
K77S0,Creswell,43.9308,-123.0067
K77T0,Leander,30.6021,-97.8189
K78A0,Jonesville / Swan Creek,36.2024,-80.8681
K78B0,Norcross/Millinocket/ / Stephensons Landing,45.6542,-68.9495
KCFS0,Caro / Wahjamega,43.45,-83.45
K78I0,Eminence,39.5016,-86.6885
K78K0,Yes Bay / Yes Bay (Historical),55.9163,-131.8011
K78R0,San Augustine / Redland,31.5396,-94.1705
K78U0,Lewiston / Vineland,46.3999,-117.051
K78Y0,Maryville,40.3317,-94.8347
K78Z0,Nancy Lake / Willow Lake,61.685,-149.9802
K79C0,Neenah / Allenville,44.16,-88.5596
K79D0,Philippi / Tygart Glen,39.1662,-80.0623
K79J0,Andalusia / Sanford,31.3087,-86.3938
K79N0,Unionville / Julian,40.8839,-77.9072
K79S0,Fort Benton,47.8451,-110.6365
K7A00,Greensboro,32.6815,-87.6621
K7A30,Lanett / Nelson,32.812,-85.2296
K7A40,Apple River / Scales Mound,42.4664,-90.1694
K7A50,Roanoke,33.1293,-85.3666
K7A60,Stevenson / Haynes Crossing,34.8863,-85.8033
K7A70,Dahlonega / Nimblewill,34.6264,-84.1064
K7A80,Spruce Pine / Kalmia,35.9446,-81.9957
K7A90,Plains / Magnolia Springs (Historical),32.0887,-84.3725
K7B10,Peoria / Orange Prairie,40.7753,-89.6759
K7B20,Northampton / Hadley,42.3282,-72.6115
K7B30,Hampton / Fogg Corner,42.9626,-70.8287
K7B40,Baltimore / Monticello (Historical),39.8845,-82.5891
K7B60,Warehouse Point / Kings Corner,41.9284,-72.5764
K7B90,Ellington,41.9254,-72.4571
K7C50,Montezuma,41.5483,-92.5346
K7D30,Baldwin / Marlborough,43.8755,-85.8421
K7D80,Garrettsville / Parkman,41.3512,-81.0995
K7D90,Geneva / Whispering Willows Mobile Home Park,41.7778,-80.904
K7E30,Mantua,41.2384,-81.2538
K7F20,Dupree,45.05,-101.624
K7F30,Caddo Mills / Hendrix,33.0362,-96.2431
K7F50,Canton,32.5862,-95.8627
K7F70,Clifton,31.8168,-97.567
K7G00,Brockport / Sweden Center,43.1812,-77.9155
